id_companies,id,name_companies
37255,18129,Cineplex-Odeon Films
6644,54405,Miramax Films
3035,150823,Royal Oaks Entertainment
5261,150823,Cabin Fever Entertainment
7967,150823,Amritraj / Stevens Entertainment
12307,409,Miramax Films
13070,409,Tiger Moth Productions
66289,38251,Penta Films
76467,38251,Silvio Berlusconi Communications
76468,38251,A.M.A. Film
76469,10161,Ferndale Films
24724,10161,Granada Television
2289,10161,Radio Telefís Éireann (RTÉ)
52648,1412,Miramax Films
4395,1412,Outlaw Productions
20778,1412,Virgin
81128,41768,Atchafalaya
13630,10409,Beyond Films
12443,10409,Australian Film Finance Corporation (AFFC)
8791,10409,M & A
67823,14285,Third Floor Productions
1138,2469,El Deseo
32951,10174,Miramax Films
12273,10174,Artisan Entertainment
1361,510,United Artists
1754,510,Fantasy Films
1167,510,Warner Bros.
14719,11455,Paramount Pictures
931,1891,Lucasfilm
93591,1891,Twentieth Century Fox Film Corporation
551,2493,Act III Communications
23310,2493,The Princess Bride Ltd.
8139,2493,Buttercup Films Ltd.
7996,85,Lucasfilm
51320,85,Paramount Pictures
51321,68,Embassy International Pictures
1875,679,Twentieth Century Fox Film Corporation
9210,679,SLM Production Group
67713,679,Brandywine Productions
11262,429,United Artists
1920,429,Constantin Film Produktion
13719,429,Produzioni Europee Associati (PEA)
2807,429,Arturo González Producciones Cinematográficas S.A.
29072,13446,Handmade Films Ltd.
1234,13446,The Criterion Collection
5409,389,United Artists
21858,389,Orion-Nova Productions
21859,947,Horizon Pictures (II)
4213,185,Hawk Films
6090,185,Warner Bros.
1823,595,Universal Pictures
4402,28,United Artists
76900,28,Zoetrope Studios
2608,335,Paramount Pictures
6370,335,Rafran Cinematografica
3982,335,Finanzia San Marco
2441,1892,Lucasfilm
19598,1892,Twentieth Century Fox Film Corporation
15266,144,Road Movies Filmproduktion GmbH
5040,144,Argos Films
16056,144,Westdeutscher Rundfunk (WDR)
5555,1092,London Film Productions
58331,1092,British Lion Film Corporation
179,1092,The Criterion Collection
5028,769,Winkler Films
5029,348,Twentieth Century Fox Film Corporation
741,348,Brandywine Productions
19866,766,Universal Pictures
6183,766,Renaissance Pictures
6184,766,Metro-Goldwyn-Mayer (MGM)
4541,766,Dino De Laurentiis Company
14595,175,Gaumont
14317,11645,Nippon Herald Films
14687,11645,Greenwich Film Productions
431,11645,Herald Ace
2605,10835,Film Workshop
679,10835,Long Shong Pictures
7449,10835,Golden Princess Film Production Limited
15130,539,Paramount Pictures
15131,539,Universal Pictures
1403,539,Shamley Productions
40542,525,Universal Pictures
14440,240,Paramount Pictures
20375,240,The Coppola Company
23587,600,Stanley Kubrick Productions
13945,600,Warner Bros.
60832,600,Natant
14154,530,Aardman Animations
2992,10705,BBC Films
2993,10705,Samuel Goldwyn Company
734,10705,Renaissance Films
12240,279,Warner Bros.
8794,3109,Republic Pictures
19422,311,Warner Bros.
19423,311,The Ladd Company
42347,1578,United Artists
42348,703,United Artists
8779,9549,Warner Bros.
1048,9549,The Ladd Company
1354,1398,Mosfilm
4785,387,Radiant Film GmbH
7269,387,Süddeutscher Rundfunk
5721,387,Columbia Pictures Corporation
7281,387,Bavaria Film
1549,387,Westdeutscher Rundfunk (WDR)
28766,387,Twin Bros. Productions
68432,9277,Universal Pictures
11895,343,Paramount Pictures
46043,37291,Channel Four Films
3212,37291,Zenith Entertainment
34772,37291,Republic Pictures (II)
82482,37291,True Fiction Pictures
4079,490,Svensk Filmindustri (SF)
3968,490,The Criterion Collection
36359,11235,Goldcrest Films International
36360,11235,Enigma Productions
10513,218,Orion Pictures
27934,218,Pacific Western
93483,218,Hemdale Film
9980,218,Cinema 84
28553,218,Euro Film Funding
28554,763,WingNut Films
28555,763,New Zealand Film Commission
28556,763,Avalon/NFU Studios
28557,9665,TriStar Pictures
5175,9665,Freddie Fields Productions
12917,18971,Brandenberg
533,18971,WNET Channel 13 New York
23236,696,United Artists
77,696,Jack Rollins & Charles H. Joffe Productions
11387,379,Twentieth Century Fox Film Corporation
11264,379,Circle Films
11342,207,Touchstone Pictures
20088,207,Silver Screen Partners IV
10289,37247,Lawrence Turman
15292,1480,Universal International Pictures (UI)
8878,9322,Gaumont
95596,9322,Cecchi Gori Group Tiger Cinematografica
95597,9322,cechi gori group
38550,826,Columbia Pictures Corporation
93115,826,Horizon Pictures (II)
93116,422,Cineriz
26347,422,Francinex
1309,829,Paramount Pictures
27097,829,Penthouse
4388,829,Long Road Productions
4389,828,Twentieth Century Fox Film Corporation
5017,3090,Warner Bros.
16124,9964,WingNut Films
67153,9964,New Zealand Film Commission
51772,3063,Paramount Pictures
53013,13667,CBS Entertainment Productions
53014,13667,A&M Films
14109,694,Hawk Films
16466,694,Warner Bros.
1315,694,Peregrine
5419,235,Columbia Pictures
3245,235,Act III Communications
3473,235,The Body
19852,235,Act III
12552,832,Nero-Film AG
8877,765,Renaissance Films
2108,765,Rosebud Productions
7799,5925,United Artists
37498,5925,The Mirisch Corporation
1251,11778,Universal Pictures
59348,11778,EMI Films Ltd.
3688,4485,Greenwich Film Productions
12172,4485,Les Films Galaxie
12173,4485,France 2 (FR2)
1009,137,Columbia Pictures
1010,33,Malpaso Productions
2595,33,Warner Bros.
4166,982,United Artists
12133,982,MC Productions
19113,8428,New Line Cinema
19114,8428,SC Entertainment
1584,212,Warner Bros.
4784,105,Universal Pictures
12782,105,Amblin Entertainment
22384,105,U-Drive Productions
12361,1633,Universal Pictures
4756,11202,Twentieth Century Fox Film Corporation
4758,1554,Island Pictures
13992,1554,The Criterion Collection
40349,1554,Black Snake
19990,1554,Grokenberger Film Produktion
3638,149,Bandai Visual Company
22103,149,Toho Company
353,149,Mainichi Broadcasting System (MBS)
357,149,Kodansha
3315,149,Tokyo Movie Shinsha (TMS)
1953,149,TMS Entertainment
612,149,Akira Committee Company Ltd.
1322,149,Sumitomo Corporation
16354,8009,Davis-Panzer Productions
8423,8009,Thorn EMI Screen Entertainment
14035,903,Warner Bros.
18925,903,Jalem Productions
32793,11673,Hachette Première
37663,11673,Films A2
37664,11673,DD Productions
45440,3034,Twentieth Century Fox Film Corporation
4864,3034,Crossbow Productions
1486,3034,Gruskoff/Venture Films
45970,3034,Jouer Limited
58245,339,Channel Four Films
5879,339,JVC Entertainment
632,339,Le Studio Canal+
523,339,Locus Solus Entertainment
524,339,Pandora Cinema
5253,339,Pyramide Productions
94714,339,Victor Musical Industries
601,10404,China Film Co-Production Corporation
67867,10404,ERA International
26373,10404,Century Communications
46410,10404,Salon Films
85945,914,United Artists
2210,914,Roy Export Company Establishment
7466,756,Walt Disney Pictures
21990,288,United Artists
22587,288,Stanley Kramer Productions
22722,910,Warner Bros.
48772,2640,New World Pictures
14276,2640,Cinemarque Entertainment
841,16633,Rastar Pictures
21854,665,Metro-Goldwyn-Mayer (MGM)
13298,11031,Spinal Tap Prod.
13300,11314,IRE Productions
13282,11314,Santa Fe Institute for Regional Education
21335,15143,Paramount Pictures
17823,15143,Hughes Entertainment
47030,89,Lucasfilm
47031,89,Paramount Pictures
969,10322,United Artists
53677,10322,Lorimar Film Entertainment
774,783,Columbia Pictures
65822,783,Goldcrest Films International
19465,783,Indo-British
89439,783,International Film Investors
37740,783,National Film Development Corporation of India
9233,783,Carolina Bank
41956,10644,The Saul Zaentz Company
958,11257,Goldcrest Films International
6407,11257,National Film Finance Corporation (NFFC)
3853,11257,Curzon Film Distributors
22820,14370,TriStar Pictures
881,14370,Delphi III Productions
6091,12104,Goldcrest Films International
11458,12104,Metro-Goldwyn-Mayer (MGM)
12355,12104,Tin Blue
4561,625,Goldcrest Films International
15117,625,International Film Investors
11482,625,Enigma Productions
5078,8816,Svensk Filmindustri (SF)
22220,8816,FilmTeknik
7729,830,Metro-Goldwyn-Mayer (MGM)
13947,2323,Universal Studios
7751,983,Persky-Bright Productions
62377,983,Devon
15058,642,Twentieth Century Fox Film Corporation
36859,642,Campanile Productions
77882,642,Newman-Foreman Productions
77883,655,Channel Four Films
4988,655,Pro-ject Filmproduktion
4989,655,Argos Films
11952,655,Westdeutscher Rundfunk (WDR)
65402,655,Road Movies Filmproduktion
54043,655,Wim Wenders Stiftung
45441,10341,Village Roadshow Pictures
857,10341,Argos Films
48490,10341,Warner Bros.
1490,10341,Road Movies Filmproduktion
19320,10341,Wim Wenders Stiftung
60620,639,Castle Rock Entertainment
2400,639,Nelson Entertainment
10483,30180,Helvey-Pray Production
81142,31388,Hit Entertainment
81143,31388,Cabin Fever Entertainment
81144,31388,Cineplex Odeon Films
14309,41801,Degeto Film
21541,41801,Kinowelt Filmproduktion
15231,41801,Mindy Affrime
53666,66034,Bruin Grip Services
10926,348138,Eureka Pictures
7151,61536,Greenestreet Films
10380,18762,Skreba Films
96035,8077,Twentieth Century Fox Film Corporation
29305,8077,Brandywine Productions
634,814,Universal Pictures
19754,814,Guber/Peters Company
4721,814,American Werewolf Inc.
172,814,Lyncanthrope Films
14562,41671,Steve White Productions
11945,41671,VPS Studios
46667,27214,De Laurentiis Entertainment Group (DEG)
65403,52263,Zeta Entertainment
32803,52263,Promark Entertainment Group
11801,52263,Spectacor Films
76,33519,A. Ninety-Three Productions
639,16235,Dino De Laurentiis Company
6086,16235,Media Transactions
20235,11449,American International Pictures (AIP)
5174,41848,Allegro Films
3772,41848,CFCF-TV
68948,25944,Compagnia Cinematografica Champion
68949,25944,Andy Warhol Productions
1886,24913,Paramount Pictures
21904,24913,Hometown Films
21905,24913,YCTM
21906,49126,Sterobcar Productions
2920,32076,Orion Pictures
2937,32076,Orion Pictures Corporation
20711,571,Alfred J. Hitchcock Productions
651,8851,Paramount Pictures
652,8851,Tonylyn Productions
11757,37843,Compass International Pictures
5940,37843,Empress Film Production Corporation
18908,32146,Vista Street Entertainment
1812,30346,RKO Radio Pictures
7014,6114,American Zoetrope
10714,6114,Columbia Pictures Corporation
14794,6114,Osiris Films
48669,229,Universal Pictures
68914,13549,United Artists
7406,13549,Produzioni Europee Associati (PEA)
19718,13549,Dan Curtis Productions
48357,9529,Propaganda Films
4731,9529,TriStar Pictures
6470,9529,PolyGram Filmed Entertainment
7586,1598,Universal Pictures
20193,1598,Amblin Entertainment
5316,1598,Cappa Productions
48941,1598,Tribeca Productions
2364,11349,Melville-Talbot Productions
1060,7340,United Artists
11717,6217,Universal Pictures
51199,6217,RKO Pictures
1472,377,New Line Cinema
23138,377,Smart Egg Pictures
23140,653,Jofa Atelier
23143,653,Prana-Film GmbH
3138,28198,Reteitalia
1913,28198,Scena Film
1919,794,Twentieth Century Fox Film Corporation
3897,794,Mace Neufeld Productions
3810,31640,Fox Searchlight Pictures
14683,31640,Marmont Productions
11511,31640,Blood & Wine Productions
1313,31640,Majestic Films International
77451,8744,Miramax Films
77452,8744,Albino Alligator Productions
77453,25189,TriStar Pictures
13996,25189,Phoenix Pictures
1701,145,Trust Film
2185,145,Danish Film Institute
18705,2212,Michael Obel Productions
918,199,Paramount Pictures
1415,199,Digital Image Associates
16352,7863,Fine Line Features
5709,7863,Australian Film Finance Corporation (AFFC)
1369,7863,Film Victoria
4255,7863,South Australian Feature Film Company
95585,12498,Miramax Films
2008,9279,Twentieth Century Fox Film Corporation
10520,9279,1492 Pictures
9382,21539,Touchstone Pictures
50505,85589,Sandrews
12226,85589,Norsk Film
17877,12709,Epithète Films
10986,20539,Twentieth Century Fox Film Corporation
298,11674,Walt Disney Pictures
64233,11674,Great Oaks Entertainment
13949,64900,Pyramide Productions
13950,64900,M6 Films
480,64900,Arena Films
5738,64900,Vega Film
10313,64900,Agora Films
4281,64900,France 3 Cinema
2287,64900,Orsans
3052,64900,Les Films de Mindif
23005,1573,Twentieth Century Fox Film Corporation
8805,1573,Gordon Company
8831,1573,Silver Pictures
11962,152,Paramount Pictures
12646,174,Paramount Pictures
13721,172,Paramount Pictures
24905,154,Paramount Pictures
22298,157,Paramount Pictures
22299,168,Paramount Pictures
23309,364,PolyGram Filmed Entertainment
15847,364,Warner Bros.
3959,11967,Twentieth Century Fox Film Corporation
1178,11967,Morgan Creek Productions
3804,9086,Morgan Creek Productions
3385,621,Paramount Pictures
3386,621,Robert Stigwood Organization (RSO)
3387,9037,Paramount Pictures
3389,10173,Twentieth Century Fox Film Corporation
3390,10173,Steamroller Productions
10272,10173,Victor & Grais Productions
7541,55687,Filmwerks
89144,168535,Miramax
18091,8845,Regency Enterprises
4921,8845,Alcor Films
4922,8845,Canal+
3403,8845,Warner Bros.
13956,46681,Seltzer Films
13957,578,Universal Pictures
12145,578,Zanuck/Brown Productions
14120,579,Universal Pictures
14574,17692,Universal Pictures
19424,17692,Alan Landsburg Productions
499,17692,MCA  Theatricals
1461,17795,Warner Bros.
11535,17795,Storyline Entertainment
11536,17795,Peters Entertainment
383,75,Tim Burton Productions
10050,13891,Miramax Films
18332,13891,Independent Pictures (II)
4620,9390,Gracie Films
1249,9390,TriStar Pictures
1156,378,Twentieth Century Fox Film Corporation
16061,378,Circle Films
4630,10896,Touchstone Pictures
57986,10896,Silver Screen Partners II
57987,2322,Universal Pictures
3894,26949,New Line Cinema
95947,26949,Dimitri Villard Productions
95948,9819,Miramax Films
13739,9819,Scott Rudin Productions
3597,9819,Tribeca Productions
16414,49799,Redhead Productions
69934,31908,Columbia Pictures
36113,31908,Castle Rock Entertainment
48754,46027,Paramount Pictures
9261,46027,Spelling Films
38793,3179,Paramount Pictures
5426,3179,Geffen Pictures
15580,3179,MTV Films
4946,1802,Prokino Filmproduktion
1607,1802,Zweites Deutsches Fernsehen (ZDF)
1608,1802,Olga Film GmbH
10958,1802,MK2 Productions
645,4232,Woods Entertainment
650,4232,Dimension Films
60762,9361,Morgan Creek Productions
25909,2928,Turner Pictures
93659,2928,Warner Bros.
22969,2928,Alphaville Films
22970,30285,Paramount Pictures
719,30285,Rysher Entertainment
721,10549,Castle Rock Entertainment
11395,10549,Turner Pictures (I)
3627,58102,Castle Rock Entertainment
4570,58102,Hell's Kitchen Films
5372,27265,Paramount Pictures
12306,27265,Scott Rudin Productions
49396,49935,Les Films Alain Sarde
46609,49935,Canal+
2483,49935,D.A. Films
14260,49935,Centre National de la Cinématographie (CNC)
32838,8818,Hollywood Pictures
8894,8818,Cinergi Pictures Entertainment
2804,36758,Propaganda Films
2805,36758,Polygram Filmed Entertainment
79897,36040,Si Litvinoff Film Production
79898,36040,Max L. Raab Productions
3083,9415,Regency Enterprises
61792,9415,Kopelson Entertainment
14807,9415,Warner Bros.
13255,9415,1600 Limited Partnership
64128,303693,Elkins Entertainment
2268,303693,Film Afrika Worldwide
37618,303693,Logo Entertainment
23446,12145,Universal Pictures
36213,12145,Jersey Films
6564,12145,Fish Productions
7055,42424,Rysher Entertainment
7056,34314,Metro-Goldwyn-Mayer (MGM)
1094,34314,Rysher Entertainment
1095,2892,"Astral Films, Australian Film Commission, The"
1096,9404,Golden Harvest Company
1097,9622,TriStar Pictures
1098,9622,Motion Picture Corporation of America
8948,8860,Caravan Pictures
12711,8860,Touchstone Pictures
12335,66597,O.T.A. Productions
89137,14832,Zweites Deutsches Fernsehen (ZDF)
3057,14832,Neue Constantin Film
3046,14832,Laurentic Film Productions
3146,14832,Torii Production
29393,9619,Universal Pictures
2775,9619,Pacific Western
2486,31000,Columbia Pictures
15314,31000,New Line Cinema
35929,31000,Castle Rock Entertainment
15012,4104,Roth-Arnold Productions
42221,4104,Metro-Goldwyn-Mayer (MGM)
5359,26306,Hollywood Pictures
16836,14908,Universal Pictures
1565,14908,The Bubble Factory
11152,14908,Sheinberg Productions
26083,784,Pandora Cinema
26084,784,Portobello Pictures
17559,784,Ceská Televize
61335,784,Biograf Jan Svěrák
7047,784,CinemArt
12611,784,Fonds Eurimages du Conseil de l'Europe
12612,784,Centre National de la Cinématographie (CNC)
11585,784,Space Films
4236,784,The Czech Republic State Fund for Support and Development of Cinematography
4894,12489,PolyGram Filmed Entertainment
76460,16448,Sony Pictures Classics
76461,16448,Castle Rock Entertainment
76462,16448,Pale Morning Dun
76463,16448,All Night Productions
4472,17894,Paramount Pictures
81025,28059,Castle Rock Entertainment
4736,28059,Detour Filmproduction
40276,58911,Village Roadshow
161,58911,Pratt FIlms
987,17949,TriStar Pictures
8856,17949,The Bubble Factory
3857,1968,Columbia Pictures
6878,61563,United Artists
36920,66,Columbia Pictures
485,66,Castle Rock Entertainment
8993,66,Malpaso Productions
58257,20735,Walt Disney Pictures
67882,11419,Jerry Weintraub Productions
906,11419,Warner Bros.
119,25796,Universal Pictures
321,25796,Boy of the Year
2996,25796,All Girl Productions
4524,25796,The Bubble Factory
6916,638,Ciby 2000
7330,638,October Films
8659,638,Asymmetrical Productions
11239,638,Lost Highway Productions
14937,25624,New Deal Productions
17513,25624,Warner Bros.
30268,25624,Peters Entertainment
53667,9366,TriStar Pictures
53668,9366,Mark Johnson Productions
53669,9366,Phoenix Pictures
53670,9366,Baltimore Pictures
53671,21915,Columbia Pictures
127,50091,Stand See
3635,18420,Orion Pictures
72823,18420,Largo Entertainment
72824,19952,Orion Pictures
15338,19952,The Rank Organisation
15339,19952,Motion Picture Corporation of America (MPCA)
15340,9446,Walt Disney Pictures
20607,28005,Mirabai Films
53458,28005,NDF International
4141,9403,Paramount Pictures
79401,9403,Rysher Entertainment
77943,27322,New Line Cinema
10747,27322,Addis Wechsler Pictures
89993,10003,Paramount Pictures
77413,10003,Mace Neufeld Productions
4893,10003,Rysher Entertainment
5822,9311,Fox Searchlight Pictures
41248,9311,Bavaria Film
73949,11844,Fox Searchlight Pictures
39226,884,Fine Line Features
40552,884,Alliance Communications
25128,1624,Imagine Entertainment
17429,1624,Universal Pictures
3759,16052,Q Productions
10462,16052,Esparza / Katz Productions
13682,4477,Columbia Pictures
3055,24662,Warner Bros. Pictures
6379,24662,David Kirschner Productions
1171,24662,Turner Feature Animation
53997,18423,New Line Cinema
68304,18423,Island Pictures
4377,6499,Twentieth Century Fox Film Corporation
24955,6499,Saban Entertainment
10472,6499,Toei Company
30257,50512,Icon Entertainment International
75937,50512,Warner Bros.
3683,50512,Studio Trite
12236,9405,Columbia Pictures
726,9405,Mandalay Entertainment
2798,12723,Fox 2000 Pictures
12205,9360,Columbia Pictures Corporation
20289,9360,Middle Fork Productions
20290,9360,Iguana Producciones
20291,9360,Skylight Cinema Foto Art
8933,9360,St. Tropez Films
59424,9360,Cinema Line Film Corporation
42152,9434,Caravan Pictures
44602,9434,Hollywood Pictures
55534,9434,Roger Birnbaum Productions
2301,21626,British Columbia Film
2598,21626,Canada Council Media Arts
3313,21626,Boneyard Film Company Inc.
8814,13982,Orion Pictures
65781,13982,Brad Krevoy & Steve Stabler production
89425,77223,Fox Searchlight Pictures
50830,77223,Village Roadshow Pictures
1815,77223,Samson Productions
1816,31465,MDP Worldwide
4171,31465,Banner Entertainment
4343,12793,Baldini Pictures
6705,12793,Slam Pictures
8256,12793,Medusa Pictures
65681,105763,La Sept Cinéma
65682,105763,Studio Adam&Eve
65683,105763,Les Films du Rivage
868,9611,Touchstone Pictures
3965,10357,Twentieth Century Fox Film Corporation
11766,9977,Australian Film Finance Corporation (AFFC)
11767,9977,Australian Asset Securities Limited
11768,9977,Rev Kids
2092,816,New Line Cinema
5870,816,Capella International
64673,816,Eric's Boy
64674,2163,Paramount Pictures
21760,2163,Dino De Laurentiis Company
23034,2163,Spelling Films
53672,124680,New Zealand Film Commission
2811,124680,New Zealand On Air
65507,124680,Village Roadshow Pictures Worldwide
16062,124680,Communicado Productions
58333,124843,C&P Productions
58334,124843,Virgin Wood Productions
17449,31017,Triumph Films
18335,31017,Higgins-Messick-Wayne
831,31017,Ink Slinger Productions
4565,49478,China Film Co-Production Corporation
438,49478,Metro-Goldwyn-Mayer (MGM)
4657,49478,Law Brothers Entertainment
61896,49478,IJL Creations
2532,12499,Silver Pictures
12187,12499,Warner Bros.
69832,12499,Northern Lights Entertainment
14390,18,Columbia Pictures
14391,18,Gaumont
8609,1811,Desperate Pictures
26560,1811,UGC Images
1172,109614,Hallmark Entertainment
53673,109614,Showtime Networks
12264,53023,Parc Film
810,64802,Fine Line Features
1678,11239,Altamira Pictures Inc.
3344,50850,TriStar Pictures
89313,15321,Figment Films
89314,15321,Aimimage Productions
21149,15321,Polygram Filmed Entertainment
21150,15321,Agenda
869,2058,Warner Bros.
22449,2058,Outlaw Productions (I)
39787,2058,Miramax
76769,9450,Miramax Films
6962,9450,Channel Four Films
24475,9450,Prominent Features
24476,330,Universal Pictures
19909,330,Amblin Entertainment
13349,38523,Les Films Alain Sarde
41470,16375,.406 Production
3484,33660,Bruin Grip Services
3643,33660,Good Dog Productions LLC
37672,33660,Utopia Pictures
88549,33660,Zeta Entertainment
13948,59232,Touchstone Pictures
14966,45671,Goldwyn Films
25760,45671,Recorded Picture Company (RPC)
2165,17770,New Line Cinema
15129,15170,Columbia Pictures
59770,15170,"Jim Henson Company, The"
78565,15170,Jim Henson Pictures
24725,1701,Jerry Bruckheimer Films
24726,1701,Kouf/Bigelow Productions
52144,1701,Touchstone Pictures
28504,1701,Hiett Designs of Las Vegas
20742,1701,Runway Pictures Inc
11616,26422,Kasander & Wigman Productions
8380,26422,Alpha Films
15646,26422,Nederlands Fonds voor de Film
3226,26422,Woodline Films Ltd.
539,1639,Twentieth Century Fox Film Corporation
30258,1639,Blue Tulip Productions
40424,106129,Phaedra Cinema
84516,107743,Curb Entertainment
4254,107743,Bergman Lustig Productions
89626,415,PolyGram Filmed Entertainment
280,415,Warner Bros.
6982,65889,Fine Line Features
55852,65889,Spelling Films International
76292,65889,Hungry Eye Trijbits
37497,65889,Worrell
2429,65889,Remote
77682,11103,Fine Line Features
4089,11103,Tig Productions
67171,11103,Majestic Films International
52581,11970,Walt Disney Pictures
1779,34941,Tapestry Films
2680,34941,The Kushner-Locke Company
2752,34941,Bates Entertainment
3214,407992,MURDER and murder Production
1555,8874,TriStar Pictures
2434,11956,Vertigo Productions
13930,11956,Canal+
4956,11956,France 2 Cinéma
4391,266,Rome Paris Films
4392,266,Les Films Concordia
5707,266,Compagnia Cinematografica Champion
776,754,Paramount Pictures
5214,754,Permut Presentations
13579,754,WCG Entertainment Productions
1575,754,Douglas/Reuther Productions
51207,754,Touchstone Pictures
51208,754,Krane Entertainment
51209,37567,Terence Michael Productions
11382,43771,MK2 Productions
5593,43771,Sanaye Dasti
17446,124834,Centre National de la Cinématographie (CNC)
22058,249358,Timedial Films
22059,111367,Avventura Films
5337,607,Amblin Entertainment
5338,607,Columbia Pictures Corporation
3003,607,Parkes+MacDonald Image Nation
67627,18080,Twentieth Century Fox Film Corporation
6919,18080,Davis Entertainment
87839,38225,Morgan Creek Productions
1581,17834,Universal Pictures
79025,17834,The Bubble Factory
3953,686,Warner Bros.
85889,686,South Side Amusement Company
549,65046,New South Wales Film & Television Office
22182,65046,Australian Film Finance Corporation (AFFC)
24136,65046,Film Victoria
24137,65046,Jan Chapman Productions
24138,4421,Caravan Pictures
34446,4421,Hollywood Pictures
89629,4421,First Independent Films
10807,4421,Largo Entertainment
497,4421,Scott Free Productions
5084,4421,Trap-Two-Zero Productions
11230,9387,Universal Pictures
902,9387,Dino De Laurentiis Company
904,10603,Walt Disney Pictures
905,10603,Mandeville Films
12653,2142,Miramax Films
89163,2142,Across the River Productions
89164,2142,Woods Entertainment
89165,8413,Paramount Pictures
284,8413,Impact Pictures
52607,8413,Golar Productions
52608,10336,New Line Cinema
6337,10336,Pull Down Your Pants Pictures
54377,10336,Todd McFarlane Entertainment
2527,20737,Walt Disney Pictures
24851,9413,Twentieth Century Fox Film Corporation
2216,9413,3 Arts Entertainment
7650,14585,Alliance Atlantis Communications
7651,14585,Fair and Square Productions
7652,18519,Regency Enterprises
1271,18519,Donner/Shuler-Donner Productions
7337,18519,Warner Bros.
2835,49462,Channel Four Films
11600,49462,Thin Man Films
11602,49462,Matrix Films
51708,8834,Silver Pictures
6098,8834,Warner Bros.
80550,8834,Donner/Shuler-Donner Productions
80551,9458,TriStar Pictures
88839,9458,Mandalay Entertainment
10107,8854,Quincy Jones-David Salzman Entertainment
5752,8854,Warner Bros.
9365,8854,DC Entertainment
2054,38295,Miramax Films
20242,22073,United Artists Pictures
2256,37244,Universal Pictures
23481,4961,Miramax Films
36339,4961,Dimension Films
44803,9416,New Line Cinema
269,26180,Columbia Pictures Corporation
2338,17832,Universal Pictures
4247,17832,Korsala Productions
1790,17832,Raffaella De Laurentiis Productions
11451,9772,Columbia Pictures Corporation
11452,9772,Beacon Communications
426,9772,Radiant Productions
1820,6072,Icon Entertainment International
11929,1669,Paramount Pictures
64,1669,Nina Saxon Film Design
11994,1669,Mace Neufeld Productions
4146,468,Fine Line Features
4147,32519,Capitol Films
630,32519,Redeemable Features
3539,10806,Paramount Pictures
222,10806,Spelling Films
603,9433,Art Linson Productions
18844,6623,DreamWorks SKG
1423,2118,Regency Enterprises
53007,2118,Wolper Organization
53008,2118,Warner Bros.
697,978,TriStar Pictures
7069,978,Mandalay Entertainment
7071,978,Applecross
89132,978,Reperage & Vanguard Films
89133,9437,Paramount Pictures
17873,9437,Rysher Entertainment
95810,29461,Fox 2000 Pictures
95811,29461,Edmonds Entertainment Group (EEG)
2291,56651,De Fina-Cappa
6847,10351,Live Entertainment
11018,10351,Image Organization
10699,10351,Pierre David
142,66588,Propaganda Films
17871,66588,Beacon Communications
17872,66588,PolyGram Filmed Entertainment
20931,66588,Touchstone Pictures
2101,66588,Via Rosa Productions
11579,66588,Prairie Films
1813,2649,PolyGram Filmed Entertainment
1195,2649,A&B Producoes
30241,2649,Popaganda Films
30242,14289,Warner Bros.
2105,14289,Seagal/Nasso Productions
69791,10155,Illusion Entertainment Group
3895,10155,Phoenix Pictures
4607,10155,Clyde Is Hungry Films
46458,10155,Canal+ Droits Audiovisuels
84361,20457,Good Film Company
13965,18355,The Movie Network (TMN)
73862,18355,Allegro Films
25,18355,Canadian Film or Video Production Tax Credit (CPTC)
20773,18355,Super Écran
19105,18355,Gouvernement du Québec
26281,18355,Triumph Films
26282,18355,Satch-Mo
12548,18355,Program de Credits of Impuc
12389,33657,Paramount Pictures
79035,33657,Rysher Entertainment
90117,55306,Clinica Estetico
90118,55306,Nunez-Gowan
2972,68924,Fox Searchlight Pictures
3889,68924,Good Machine
48945,68924,Canal+ Droits Audiovisuels
6363,36434,Lions Gate Films
972,36434,Rampage Entertainment
973,2255,Miramax Films
6896,2255,View Askew Productions
73954,28353,Island Pictures
7640,28353,Def Pictures
18159,9427,Channel Four Films
1285,9427,Twentieth Century Fox Film Corporation
5942,9427,Redwave Films
7009,172545,Greentrees Films
94,172545,Channel 4 Television
7753,17589,Miramax Films
7754,17589,WGBH
4519,17589,BBC Scotland
1082,17589,Mobile Masterpiece Theatre
7997,3597,Columbia Pictures Corporation
32508,3597,Mandalay Entertainment
534,3597,Summer Knowledge LLC
1825,1813,Regency Enterprises
4781,1813,Monarchy Enterprises B.V.
5939,1813,Kopelson Entertainment
10698,1813,Warner Bros.
65328,1813,New Regency Pictures
14148,1813,Taurus Film
11503,36797,Walt Disney Pictures
15013,36797,Caravan Pictures
20834,12628,Touchstone Pictures
3741,33344,Miramax Films
16206,45019,Caravan Pictures
12112,45019,Hollywood Pictures
20159,45019,Roger Birnbaum Productions
4496,45019,Alchemy Filmworks
18589,63437,Kuzui Enterprises
1379,63437,Banner Entertainment
40652,63437,Ben Myron Productions
3428,782,Columbia Pictures
18135,782,Jersey Films
14373,29911,Icon Productions
39647,9827,Miramax Films
613,9827,Dimension Films
8895,1959,Tapson Steel Films Productions
28762,8067,Channel Four Films
74657,8067,Figment Films
1762,8067,PolyGram Filmed Entertainment
3570,8067,Aaargh! Animation
1001,125052,United Artists
39822,125052,Posthorn Pictures
39823,125052,Giv'en Films
3526,10871,Paramount Pictures
2730,10871,Pacific Western
7966,10871,Rysher Entertainment
